	AgI	Transcript.Cluster.ID
13505388	At5g24640	13505388
13505392	At5g24650	13505392
13505400	At5g24670	13505400
13505415	At5g24680	13505415
13505423	At5g24790	13505423
13505427	At5g24800	13505427
13505435	At5g24820	13505435
13505438	ath-MIR169b	13505438
13505440	At5g24830	13505440
13505447	At5g24860	13505447
13505451	At5g24880	13505451
13505453	At5g24920	13505453
13505456	At5g24930	13505456
13505461	At5g24980	13505461
13505466	At5g24990	13505466
13505470	At5g25010	13505470
13505472	At5g25020	13505472
13505475	At5g25040	13505475
13505485	At5g25050	13505485
13505493	At5g25080	13505493
13505501	At5g25102	13505501
13505503	At5g25120	13505503
13505508	At5g25130	13505508
13505513	At5g25140	13505513
13505517	At5g25150	13505517
13505538	At5g25160	13505538
13505542	AMBIgUOUS	13505542
13505548	At5g25210	13505548
13505554	At5g25220	13505554
13505561	At5g25230	13505561
13505572	At5g25250	13505572
13505577	At5g25260	13505577
13505582	At5g25280	13505582
13505589	At5g25290	13505589
13505591	At5g25300	13505591
13505599	At5g25310	13505599
13505605	At5g25330	13505605
13505609	AMBIgUOUS	13505609
13505618	At5g25380	13505618
13505630	At5g25390	13505630
13505635	At5g25400	13505635
13505637	At5g25410	13505637
13505646	At5g25415	13505646
13505656	At5g25425	13505656
13505658	At5g25430	13505658
13505672	At5g25450	13505672
13505679	At5g25460	13505679
13505685	At5g25490	13505685
13505691	AMBIgUOUS	13505691
13505695	At5g25520	13505695
13505705	At5g25550	13505705
13505707	At5g25560	13505707
13505726	At5g25570	13505726
13505735	At5g25580	13505735
13505748	AMBIgUOUS	13505748
13505750	At5g25630	13505750
13505758	At5g25750	13505758
13505761	AMBIgUOUS	13505761
13505769	At5g25760	13505769
13505777	At5g25850	13505777
13505781	At5g25880	13505781
13505799	At5g25890	13505799
13505805	At5g25900	13505805
13505815	At5g25910	13505815
13505818	At5g25930	13505818
13505823	At5g25970	13505823
13505828	At5g25980	13505828
13505840	ath-MIR860	13505840
13505854	At5g26070	13505854
13505856	At5g26080	13505856
13505858	At5g26140	13505858
13505863	AMBIgUOUS	13505863
13505867	ath-MIR156f	13505867
13505869	At5g26160	13505869
13505874	At5g26180	13505874
13505892	At5g26200	13505892
13505896	At5g26240	13505896
13505921	At5g26250	13505921
13505927	At5g26260	13505927
13505936	At5g26270	13505936
13505941	At5g26280	13505941
13505949	At5g26290	13505949
13505955	At5g26300	13505955
13505962	At5g26310	13505962
13505966	At5g26320	13505966
13505974	At5g26570	13505974
13505995	At5g26594	13505995
13505998	At5g26667	13505998
13506010	At5g26673	13506010
13506012	At5g26692	13506012
13506016	At5g26717	13506016
13506020	At5g26740	13506020
13506033	At5g26731	13506033
13506037	At5g26730	13506037
13506041	At5g26720	13506041
13506045	At5g26710	13506045
13506054	At5g26690	13506054
13506059	At5g26670	13506059
13506075	At5g26650	13506075
13506078	At5g26630	13506078
13506080	At5g26617	13506080
13506083	At5g26610	13506083
13506095	At5g26600	13506095
13506099	At5g26780	13506099
13506118	At5g26790	13506118
13506122	At5g26800	13506122
13506128	At5g26805	13506128
13506130	At5g26810	13506130
13506136	At5g26820	13506136
13506151	At5g26830	13506151
13506171	At5g26850	13506171
13506195	At5g26860	13506195
13506212	At5g26890	13506212
13506214	At5g26900	13506214
13506216	At5g26912	13506216
13506218	At5g26920	13506218
13506229	At5g26930	13506229
13506234	At5g26940	13506234
13506243	At5g26990	13506243
13506251	At5g27000	13506251
13506270	AMBIgUOUS	13506270
13506274	At5g27050	13506274
13506276	At5g27070	13506276
13506278	At5g27090	13506278
13506282	At5g27120	13506282
13506293	At5g27130	13506293
13506296	At5g27140	13506296
13506305	At5g27150	13506305
13506322	At5g27170	13506322
13506325	At5g27200	13506325
13506330	At5g27220	13506330
13506335	At5g27230	13506335
13506344	At5g27240	13506344
13506346	At5g27260	13506346
13506349	At5g27270	13506349
13506359	AMBIgUOUS	13506359
13506365	At5g27300	13506365
13506374	At5g27310	13506374
13506376	At5g27320	13506376
13506381	At5g27340	13506381
13506386	At5g27350	13506386
13506402	At5g27360	13506402
13506417	At5g27370	13506417
13506419	AMBIgUOUS	13506419
13506443	At5g27420	13506443
13506446	At5g27430	13506446
13506455	At5g27450	13506455
13506465	At5g27470	13506465
13506476	At5g27495	13506476
13506479	At5g27510	13506479
13506481	At5g27530	13506481
13506492	At5g27540	13506492
13506510	At5g27560	13506510
13506522	At5g27580	13506522
13506524	At5g27600	13506524
13506549	At5g27606	13506549
13506554	At5g27610	13506554
13506573	At5g27620	13506573
13506588	At5g27630	13506588
13506606	At5g27650	13506606
13506611	At5g27690	13506611
13506616	At5g27710	13506616
13506626	At5g27720	13506626
13506635	At5g27730	13506635
13506651	At5g27740	13506651
13506664	At5g27750	13506664
13506670	At5g27760	13506670
13506676	At5g27770	13506676
13506681	At5g27800	13506681
13506688	ath-MIR164c	13506688
13506690	At5g27810	13506690
13506692	At5g27820	13506692
13506696	At5g27830	13506696
13506707	At5g27850	13506707
13506713	At5g27880	13506713
13506715	At5g27889	13506715
13506717	At5g27890	13506717
13506725	At5g27940	13506725
13506729	At5g27945	13506729
13506733	At5g27950	13506733
13506746	At5g27967	13506746
13506748	At5g27970	13506748
13506796	At5g27990	13506796
13506803	At5g28000	13506803
13506806	At5g28010	13506806
13506809	At5g28070	13506809
13506812	At5g28090	13506812
13506815	At5g28150	13506815
13506820	At5g28160	13506820
13506823	At5g28180	13506823
13506826	At5g28210	13506826
13506828	At5g28262	13506828
13506831	At5g28320	13506831
13506844	At5g28340	13506844
13506850	At5g28350	13506850
13506879	At5g28410	13506879
13506884	At5g28420	13506884
13506886	AMBIgUOUS	13506886
13506889	At5g28463	13506889
13506894	At5g28470	13506894
13506900	At5g28500	13506900
13506905	At5g28520	13506905
13506910	At5g28560	13506910
13506913	At5g28610	13506913
13506916	At5g28615	13506916
13506918	At5g28630	13506918
13506922	At5g28646	13506922
13506932	At5g28660	13506932
13506936	At5g28690	13506936
13506941	At5g28720	13506941
13506944	At5g28730	13506944
13506949	At5g28740	13506949
13506954	At5g28781	13506954
13506956	At5g28800	13506956
13506959	At5g28810	13506959
13506966	At5g28820	13506966
13506970	At5g28821	13506970
13506972	At5g28830	13506972
13506978	At5g28885	13506978
13506982	At5g28900	13506982
13506994	At5g28919	13506994
13506998	At5g28950	13506998
13507002	At5g28960	13507002
13507007	At5g29044	13507007
13507009	At5g29050	13507009
13507012	At5g29613	13507012
13507015	At5g29624	13507015
13507017	At5g30341	13507017
13507022	At5g30495	13507022
13507028	At5g30490	13507028
13507034	At5g30500	13507034
13507039	At5g32017	13507039
13507041	At5g32440	13507041
13507052	At5g32450	13507052
13507061	At5g32613	13507061
13507068	At5g33280	13507068
13507077	At5g33290	13507077
13507084	At5g33320	13507084
13507095	At5g33340	13507095
13507098	At5g33355	13507098
13507102	At5g33390	13507102
13507106	At5g33806	13507106
13507113	At5g33898	13507113
13507119	At5g34581	13507119
13507122	At5g34830	13507122
13507126	At5g34869	13507126
13507130	At5g34870	13507130
13507136	At5g34882	13507136
13507138	At5g34881	13507138
13507140	At5g34883	13507140
13507142	At5g34885	13507142
13507146	AMBIgUOUS	13507146
13507148	At5g34905	13507148
13507150	At5g34908	13507150
13507152	At5g34930	13507152
13507156	At5g35069	13507156
13507158	At5g35090	13507158
13507162	At5g35160	13507162
13507167	At5g35170	13507167
13507190	At5g35180	13507190
13507218	At5g35190	13507218
13507220	At5g35300	13507220
13507224	At5g35320	13507224
13507230	At5g35360	13507230
13507252	At5g35375	13507252
13507256	At5g35390	13507256
13507260	ath-MIR396b	13507260
13507262	At5g35410	13507262
13507277	At5g35430	13507277
13507286	At5g35450	13507286
13507292	At5g35460	13507292
13507303	At5g35490	13507303
13507307	At5g35510	13507307
13507309	At5g35520	13507309
13507318	At5g35525	13507318
13507324	At5g35540	13507324
13507328	At5g35550	13507328
13507334	At5g35580	13507334
13507340	At5g35630	13507340
13507355	At5g35640	13507355
13507358	AMBIgUOUS	13507358
13507367	At5g35695	13507367
13507371	At5g35698	13507371
13507373	At5g35715	13507373
13507377	At5g35730	13507377
13507391	At5g35732	13507391
13507394	At5g35737	13507394
13507396	At5g35760	13507396
13507399	At5g35840	13507399
13507405	At5g35870	13507405
13507407	At5g35900	13507407
13507410	At5g35917	13507410
13507415	At5g35920	13507415
13507417	At5g35926	13507417
13507422	At5g35940	13507422
13507428	At5g35945	13507428
13507431	At5g35950	13507431
13507436	At5g35980	13507436
13507459	AMBIgUOUS	13507459
13507473	At5g36080	13507473
13507476	At5g36110	13507476
13507481	At5g36180	13507481
13507495	At5g36228	13507495
13507499	At5g36230	13507499
13507508	At5g36250	13507508
13507516	At5g36290	13507516
13507529	At5g36300	13507529
13507536	AMBIgUOUS	13507536
13507546	AMBIgUOUS	13507546
13507548	AMBIgUOUS	13507548
13507557	AMBIgUOUS	13507557
13507559	At5g36870	13507559
13507583	At5g36900	13507583
13507587	At5g36940	13507587
13507604	At5g36950	13507604
13507614	At5g36960	13507614
13507619	At5g37000	13507619
13507625	At5g37020	13507625
13507642	At5g37040	13507642
13507645	At5g37070	13507645
13507651	At5g37130	13507651
13507667	At5g37140	13507667
13507672	At5g37150	13507672
13507678	At5g37160	13507678
13507684	At5g37170	13507684
13507690	At5g37180	13507690
13507704	At5g37200	13507704
13507706	At5g37220	13507706
13507708	At5g37230	13507708
13507710	At5g37250	13507710
13507712	At5g37290	13507712
13507722	At5g37300	13507722
13507730	At5g37320	13507730
13507735	At5g37350	13507735
13507744	At5g37400	13507744
13507747	At5g37410	13507747
13507749	AMBIgUOUS	13507749
13507752	At5g37430	13507752
13507755	At5g37478	13507755
13507764	At5g37490	13507764
13507768	At5g37510	13507768
13507777	At5g37520	13507777
13507781	At5g37530	13507781
13507795	At5g37540	13507795
13507798	At5g37560	13507798
13507802	At5g37610	13507802
13507804	At5g37630	13507804
13507818	At5g37660	13507818
13507825	At5g37670	13507825
13507828	At5g37710	13507828
13507834	At5g37740	13507834
13507843	At5g37750	13507843
13507847	At5g37760	13507847
13507852	At5g37800	13507852
13507858	At5g37810	13507858
13507864	At5g37820	13507864
13507870	At5g37850	13507870
13507886	At5g37940	13507886
13507893	At5g37950	13507893
13507897	At5g37960	13507897
13507900	At5g37980	13507900
13507908	At5g38000	13507908
13507915	At5g38005	13507915
13507918	At5g38010	13507918
13507922	At5g38040	13507922
13507925	At5g38050	13507925
13507931	At5g38060	13507931
13507937	At5g38070	13507937
13507946	At5g38110	13507946
13507952	At5g38120	13507952
13507958	AMBIgUOUS	13507958
13507960	At5g38160	13507960
13507963	At5g38170	13507963
13507966	At5g38180	13507966
13507970	At5g38190	13507970
13507977	At5g38195	13507977
13507979	At5g38197	13507979
13507981	At5g38200	13507981
13507989	At5g38210	13507989
13507996	At5g38220	13507996
13508006	At5g38270	13508006
13508008	At5g38290	13508008
13508020	At5g38300	13508020
13508024	At5g38317	13508024
13508027	At5g38330	13508027
13508030	At5g38340	13508030
13508035	At5g38344	13508035
13508039	At5g38350	13508039
13508043	At5g38378	13508043
13508045	At5g38380	13508045
13508058	At5g38386	13508058
13508064	At5g38390	13508064
13508068	At5g38396	13508068
13508072	At5g38400	13508072
13508074	At5g38435	13508074
13508078	At5g38440	13508078
13508080	At5g38470	13508080
13508095	At5g38480	13508095
13508103	At5g38520	13508103
13508111	At5g38530	13508111
13508120	At5g38560	13508120
13508130	At5g38600	13508130
13508142	At5g38630	13508142
13508149	At5g38670	13508149
13508152	At5g38680	13508152
13508155	At5g38700	13508155
13508159	At5g38710	13508159
13508166	At5g38730	13508166
13508168	At5g38750	13508168
13508172	At5g38760	13508172
13508178	At5g38770	13508178
13508180	At5g38780	13508180
13508186	At5g38790	13508186
13508188	At5g38820	13508188
13508194	At5g38840	13508194
13508208	At5g38850	13508208
13508214	At5g38860	13508214
13508223	At5g38890	13508223
13508231	At5g38895	13508231
13508242	AMBIgUOUS	13508242
13508244	At5g38910	13508244
13508247	At5g38930	13508247
13508250	At5g38940	13508250
13508254	At5g38950	13508254
13508257	At5g38960	13508257
13508260	At5g38980	13508260
13508264	At5g38990	13508264
13508267	At5g39000	13508267
13508269	At5g39010	13508269
13508271	At5g39020	13508271
13508273	At5g39024	13508273
13508275	At5g39030	13508275
13508277	At5g39040	13508277
13508296	At5g39050	13508296
13508299	At5g39080	13508299
13508301	At5g39090	13508301
13508304	At5g39210	13508304
13508310	At5g39220	13508310
13508323	At5g39230	13508323
13508326	At5g39250	13508326
13508330	At5g39320	13508330
13508334	At5g39330	13508334
13508338	At5g39340	13508338
13508346	At5g39350	13508346
13508348	At5g39370	13508348
13508350	At5g39400	13508350
13508360	At5g39420	13508360
13508371	At5g39440	13508371
13508382	At5g39450	13508382
13508386	At5g39500	13508386
13508390	AMBIgUOUS	13508390
13508398	At5g39570	13508398
13508403	At5g39590	13508403
13508412	At5g39630	13508412
13508418	At5g39650	13508418
13508422	At5g39660	13508422
13508428	AMBIgUOUS	13508428
13508432	At5g39690	13508432
13508436	At5g39710	13508436
13508438	At5g39720	13508438
13508446	At5g39730	13508446
13508452	At5g39740	13508452
13508462	At5g39750	13508462
13508464	At5g39760	13508464
13508468	At5g39785	13508468
13508474	At5g39800	13508474
13508480	At5g39830	13508480
13508496	At5g39840	13508496
13508498	At5g39850	13508498
13508504	At5g39860	13508504
13508509	At5g39880	13508509
13508513	At5g39890	13508513
13508521	At5g39940	13508521
13508543	At5g39960	13508543
13508555	AMBIgUOUS	13508555
13508565	At5g39990	13508565
13508572	At5g40030	13508572
13508575	At5g40060	13508575
13508583	At5g40070	13508583
13508586	At5g40100	13508586
13508593	At5g40120	13508593
13508595	At5g40140	13508595
13508597	At5g40155	13508597
13508602	At5g40180	13508602
13508605	At5g40200	13508605
13508617	At5g40250	13508617
13508621	At5g40260	13508621
13508631	At5g40280	13508631
13508646	At5g40300	13508646
13508652	At5g40320	13508652
13508654	At5g40330	13508654
13508660	At5g40350	13508660
13508666	At5g40360	13508666
13508672	AMBIgUOUS	13508672
13508681	At5g40390	13508681
13508689	At5g40400	13508689
13508692	At5g40405	13508692
13508694	At5g40410	13508694
13508696	At5g40440	13508696
13508707	At5g40460	13508707
13508711	At5g40480	13508711
13508744	At5g40490	13508744
13508753	At5g40500	13508753
13508760	At5g40510	13508760
13508768	At5g40530	13508768
13508783	At5g40540	13508783
13508792	At5g40550	13508792
13508803	At5g40560	13508803
13508811	At5g40570	13508811
13508818	At5g40595	13508818
13508821	At5g40620	13508821
13508823	AMBIgUOUS	13508823
13508836	At5g40650	13508836
13508841	At5g40670	13508841
13508852	At5g40680	13508852
13508854	At5g40690	13508854
13508858	At5g40710	13508858
13508869	At5g40720	13508869
13508874	At5g40730	13508874
13508878	At5g40750	13508878
13508883	At5g40760	13508883
13508897	At5g40780	13508897
13508908	At5g40810	13508908
13508920	At5g40850	13508920
13508931	At5g40860	13508931
13508937	At5g40870	13508937
13508953	At5g40880	13508953
13508960	At5g40900	13508960
13508964	At5g40910	13508964
13508969	At5g40930	13508969
13508977	UNIDENtIFIED	13508977
13508979	At5g40950	13508979
13508985	At5g40970	13508985
13508989	At5g40990	13508989
13508995	At5g41000	13508995
13509005	At5g41010	13509005
13509009	At5g41030	13509009
13509011	At5g41040	13509011
13509019	At5g41060	13509019
13509028	At5g41070	13509028
13509034	At5g41071	13509034
13509036	At5g41080	13509036
13509048	At5g41090	13509048
13509051	At5g41100	13509051
13509065	AMBIgUOUS	13509065
13509073	At5g41140	13509073
13509085	At5g41160	13509085
13509087	At5g41180	13509087
13509102	At5g41200	13509102
13509104	At5g41260	13509104
13509115	At5g41270	13509115
13509120	At5g41280	13509120
13509124	At5g41290	13509124
13509127	At5g41300	13509127
13509130	At5g41315	13509130
13509138	AMBIgUOUS	13509138
13509140	At5g41360	13509140
13509153	At5g41370	13509153
13509168	At5g41390	13509168
13509176	At5g41410	13509176
13509183	At5g41470	13509183
13509191	At5g41480	13509191
13509203	UNIDENtIFIED	13509203
13509205	At5g41490	13509205
13509207	At5g41500	13509207
13509209	At5g41510	13509209
13509211	At5g41530	13509211
13509213	At5g41570	13509213
13509217	At5g41600	13509217
13509225	AMBIgUOUS	13509225
13509227	At5g41610	13509227
13509230	At5g41620	13509230
13509235	At5g41630	13509235
13509239	At5g41650	13509239
13509245	At5g41660	13509245
13509250	AMBIgUOUS	13509250
13509256	AMBIgUOUS	13509256
13509268	At5g41740	13509268
13509278	At5g41750	13509278
13509286	At5g41760	13509286
13509298	At5g41761	13509298
13509301	At5g41770	13509301
13509310	At5g41780	13509310
13509313	At5g41790	13509313
13509317	At5g41800	13509317
13509327	At5g41810	13509327
13509332	At5g41820	13509332
13509341	At5g41860	13509341
13509344	At5g41880	13509344
13509362	At5g41900	13509362
13509369	At5g41908	13509369
13509371	At5g41920	13509371
13509375	At5g41940	13509375
13509383	At5g41950	13509383
13509400	At5g41960	13509400
13509408	At5g41970	13509408
13509417	At5g41980	13509417
13509421	At5g42000	13509421
13509428	AMBIgUOUS	13509428
13509435	At5g42050	13509435
13509442	At5g42053	13509442
13509444	At5g42090	13509444
13509448	At5g42146	13509448
13509451	At5g42150	13509451
13509460	At5g42170	13509460
13509467	At5g42180	13509467
13509474	At5g42200	13509474
13509478	At5g42203	13509478
13509480	At5g42210	13509480
13509497	At5g42220	13509497
13509517	At5g42230	13509517
13509529	At5g42232	13509529
13509532	At5g42235	13509532
13509536	At5g42240	13509536
13509547	At5g42250	13509547
13509559	At5g42260	13509559
13509561	AMBIgUOUS	13509561
13509569	At5g42290	13509569
13509573	At5g42310	13509573
13509580	At5g42330	13509580
13509585	At5g42350	13509585
13509590	At5g42390	13509590
13509617	At5g42405	13509617
13509619	At5g42410	13509619
13509621	At5g42420	13509621
13509629	At5g42450	13509629
13509632	At5g42460	13509632
13509635	At5g42470	13509635
13509650	At5g42480	13509650
13509659	At5g42504	13509659
13509661	At5g42520	13509661
13509669	At5g42540	13509669
13509694	At5g42560	13509694
13509703	At5g42591	13509703
13509705	At5g42600	13509705
13509721	At5g42610	13509721
13509725	At5g42620	13509725
13509745	At5g42635	13509745
13509747	At5g42640	13509747
13509749	At5g42670	13509749
13509758	At5g42680	13509758
13509762	At5g42700	13509762
13509770	At5g42710	13509770
13509777	At5g42720	13509777
13509784	At5g42740	13509784
13509808	At5g42760	13509808
13509816	At5g42770	13509816
13509830	At5g42780	13509830
13509834	At5g42797	13509834
13509837	AMBIgUOUS	13509837
13509847	At5g42825	13509847
13509850	At5g42830	13509850
13509854	At5g42840	13509854
13509861	At5g42880	13509861
13509866	At5g42895	13509866
13509868	At5g42910	13509868
13509874	At5g42950	13509874
13509886	At5g42960	13509886
13509892	At5g42965	13509892
13509894	At5g42980	13509894
13509900	At5g43050	13509900
13509904	At5g43066	13509904
13509906	At5g43080	13509906
13509913	At5g43090	13509913
13509919	At5g43100	13509919
13509934	At5g43110	13509934
13509939	At5g43120	13509939
13509941	At5g43140	13509941
13509947	At5g43150	13509947
13509951	AMBIgUOUS	13509951
13509960	At5g43175	13509960
13509966	At5g43210	13509966
13509971	At5g43230	13509971
13509980	At5g43280	13509980
13509987	At5g43330	13509987
13509996	At5g43360	13509996
13509999	At5g43370	13509999
13510002	At5g43420	13510002
13510006	AMBIgUOUS	13510006
13510014	At5g43460	13510014
13510021	At5g43500	13510021
13510041	At5g43510	13510041
13510044	At5g43513	13510044
13510047	At5g43518	13510047
13510052	At5g43525	13510052
13510055	At5g43530	13510055
13510073	At5g43540	13510073
13510075	At5g43550	13510075
13510077	At5g43560	13510077
13510091	At5g43570	13510091
13510095	At5g43600	13510095
13510110	ath-MIR166f	13510110
13510112	At5g43610	13510112
13510116	At5g43620	13510116
13510120	At5g43630	13510120
13510129	At5g43640	13510129
13510133	At5g43680	13510133
13510145	At5g43690	13510145
13510149	At5g43695	13510149
13510152	At5g43700	13510152
13510158	At5g43725	13510158
13510162	At5g43730	13510162
13510166	At5g43740	13510166
13510170	At5g43760	13510170
13510175	At5g43770	13510175
13510178	At5g43810	13510178
13510203	At5g43822	13510203
13510213	At5g43820	13510213
13510215	At5g43860	13510215
13510219	At5g43920	13510219
13510227	At5g43930	13510227
13510244	At5g43935	13510244
13510249	At5g43940	13510249
13510261	At5g43970	13510261
13510265	At5g43990	13510265
13510281	At5g44020	13510281
13510286	At5g44030	13510286
13510300	At5g44050	13510300
13510310	At5g44060	13510310
13510314	At5g44065	13510314
13510316	At5g44070	13510316
13510327	At5g44130	13510327
13510330	At5g44140	13510330
13510336	At5g44160	13510336
13510342	At5g44170	13510342
13510345	At5g44180	13510345
13510364	At5g44190	13510364
13510372	At5g44210	13510372
13510376	At5g44220	13510376
13510378	At5g44230	13510378
13510380	At5g44240	13510380
13510406	At5g44270	13510406
13510415	UNIDENtIFIED	13510415
13510417	At5g44316	13510417
13510422	At5g44330	13510422
13510428	At5g44345	13510428
13510432	At5g44350	13510432
13510436	At5g44460	13510436
13510440	At5g44470	13510440
13510443	At5g44480	13510443
13510453	At5g44490	13510453
13510459	At5g44500	13510459
13510464	At5g44530	13510464
13510477	At5g44560	13510477
13510489	At5g44565	13510489
13510494	At5g44569	13510494
13510496	At5g44570	13510496
13510502	At5g44572	13510502
13510508	At5g44574	13510508
13510513	At5g44575	13510513
13510517	At5g44578	13510517
13510523	At5g44580	13510523
13510528	At5g44582	13510528
13510533	At5g44585	13510533
13510537	At5g44590	13510537
13510545	At5g44600	13510545
13510554	At5g44630	13510554
13510562	At5g44640	13510562
13510565	At5g44650	13510565
13510574	At5g44660	13510574
13510578	AMBIgUOUS	13510578
13510580	At5g44710	13510580
13510586	At5g44720	13510586
13510598	At5g44750	13510598
13510624	At5g44760	13510624
13510630	At5g44770	13510630
13510632	At5g44780	13510632
13510639	At5g44850	13510639
13510644	At5g44870	13510644
13510650	At5g44894	13510650
13510652	At5g44900	13510652
13510657	At5g44910	13510657
13510660	AMBIgUOUS	13510660
13510666	At5g44940	13510666
13510671	At5g44950	13510671
13510675	At5g44960	13510675
13510680	At5g44970	13510680
13510685	At5g44980	13510685
13510691	At5g44990	13510691
13510702	At5g45000	13510702
13510709	At5g45020	13510709
13510719	At5g45030	13510719
13510730	At5g45060	13510730
13510737	At5g45095	13510737
13510740	At5g45100	13510740
13510747	At5g45110	13510747
13510754	At5g45120	13510754
13510756	At5g45130	13510756
13510763	At5g45150	13510763
13510772	At5g45160	13510772
13510798	At5g45210	13510798
13510803	At5g45240	13510803
13510813	At5g45260	13510813
13510824	At5g45280	13510824
13510840	At5g45300	13510840
13510852	At5g45370	13510852
13510863	At5g45380	13510863
13510876	At5g45390	13510876
13510880	At5g45400	13510880
13510883	AMBIgUOUS	13510883
13510899	At5g45450	13510899
13510901	At5g45469	13510901
13510903	At5g45470	13510903
13510907	At5g45480	13510907
13510910	AMBIgUOUS	13510910
13510915	At5g45510	13510915
13510922	At5g45550	13510922
13510930	At5g45560	13510930
13510948	At5g45570	13510948
13510955	At5g45600	13510955
13510966	At5g45620	13510966
13510976	At5g45660	13510976
13510981	At5g45670	13510981
13510989	At5g45680	13510989
13510996	At5g45700	13510996
13510998	At5g45710	13510998
13511006	At5g45730	13511006
13511008	AMBIgUOUS	13511008
13511010	At5g45750	13511010
13511015	At5g45760	13511015
13511027	At5g45770	13511027
13511030	At5g45790	13511030
13511036	At5g45810	13511036
13511038	At5g45890	13511038
13511044	At5g45900	13511044
13511058	At5g45920	13511058
13511066	AMBIgUOUS	13511066
13511072	At5g45950	13511072
13511080	At5g45970	13511080
13511089	At5g45980	13511089
13511094	At5g45990	13511094
13511102	At5g46010	13511102
13511105	At5g46030	13511105
13511111	At5g46060	13511111
13511116	At5g46070	13511116
13511133	At5g46090	13511133
13511135	At5g46110	13511135
13511150	At5g46115	13511150
13511153	At5g46220	13511153
13511159	At5g46250	13511159
13511173	At5g46300	13511173
13511181	At5g46310	13511181
13511184	At5g46315	13511184
13511186	AMBIgUOUS	13511186
13511188	At5g46330	13511188
13511193	At5g46390	13511193
13511208	At5g46400	13511208
13511222	At5g46410	13511222
13511232	At5g46420	13511232
13511245	At5g46430	13511245
13511251	At5g46440	13511251
13511254	At5g46450	13511254
13511260	At5g46460	13511260
13511262	At5g46470	13511262
13511274	At5g46490	13511274
13511282	At5g46500	13511282
13511285	At5g46510	13511285
13511294	At5g46520	13511294
13511300	At5g46530	13511300
13511307	At5g46560	13511307
13511318	At5g46570	13511318
13511329	At5g46590	13511329
13511336	AMBIgUOUS	13511336
13511338	At5g46630	13511338
13511357	At5g46640	13511357
13511365	At5g46650	13511365
13511367	At5g46660	13511367
13511369	At5g46670	13511369
13511371	At5g46680	13511371
13511375	At5g46690	13511375
13511380	At5g46700	13511380
13511385	At5g46720	13511385
13511388	At5g46730	13511388
13511391	At5g46760	13511391
13511393	At5g46770	13511393
13511397	At5g46780	13511397
13511402	At5g46810	13511402
13511409	At5g46820	13511409
13511416	At5g46830	13511416
13511418	At5g46840	13511418
13511428	At5g46850	13511428
13511436	At5g46870	13511436
13511443	At5g46871	13511443
13511446	At5g46873	13511446
13511449	At5g46874	13511449
13511452	At5g46877	13511452
13511455	At5g46880	13511455
13511468	At5g46910	13511468
13511480	At5g46920	13511480
13511484	At5g47010	13511484
13511513	At5g47020	13511513
13511538	At5g47030	13511538
13511543	At5g47050	13511543
13511549	At5g47060	13511549
13511554	At5g47090	13511554
13511558	At5g47120	13511558
13511567	At5g47130	13511567
13511573	At5g47140	13511573
13511582	At5g47150	13511582
13511585	At5g47160	13511585
13511587	At5g47200	13511587
13511596	At5g47230	13511596
13511600	At5g47240	13511600
13511610	At5g47260	13511610
13511613	At5g47280	13511613
13511619	At5g47300	13511619
13511621	At5g47306	13511621
13511623	At5g47310	13511623
13511631	At5g47320	13511631
13511638	At5g47330	13511638
13511647	At5g47340	13511647
13511654	At5g47350	13511654
13511663	At5g47390	13511663
13511669	At5g47400	13511669
13511674	At5g47420	13511674
13511686	At5g47435	13511686
13511698	At5g47455	13511698
13511709	At5g47470	13511709
13511717	At5g47480	13511717
13511731	At5g47490	13511731
13511745	At5g47510	13511745
13511758	At5g47530	13511758
13511764	At5g47630	13511764
13511770	At5g47640	13511770
13511774	At5g47660	13511774
13511777	At5g47670	13511777
13511783	At5g47690	13511783
13511817	At5g47710	13511817
13511824	At5g47720	13511824
13511841	AMBIgUOUS	13511841
13511848	At5g47770	13511848
13511862	At5g47780	13511862
13511874	At5g47790	13511874
13511879	At5g47800	13511879
13511886	At5g47820	13511886
13511912	At5g47840	13511912
13511921	At5g47860	13511921
13511934	At5g47890	13511934
13511940	At5g47900	13511940
13511963	At5g47910	13511963
13511974	AMBIgUOUS	13511974
13511990	At5g47980	13511990
13511994	At5g47990	13511994
13511998	At5g48010	13511998
13512014	At5g48040	13512014
13512019	At5g48060	13512019
13512023	At5g48070	13512023
13512028	At5g48090	13512028
13512050	At5g48130	13512050
13512057	At5g48175	13512057
13512062	AMBIgUOUS	13512062
13512065	AMBIgUOUS	13512065
13512070	At5g48210	13512070
13512073	At5g48220	13512073
13512089	At5g48240	13512089
13512104	At5g48290	13512104
13512110	At5g48300	13512110
13512121	At5g48330	13512121
13512128	At5g48335	13512128
13512136	At5g48340	13512136
13512146	At5g48350	13512146
13512150	At5g48360	13512150
13512157	At5g48385	13512157
13512164	At5g48390	13512164
13512170	At5g48400	13512170
13512177	At5g48410	13512177
13512185	At5g48465	13512185
13512187	At5g48470	13512187
13512198	At5g48480	13512198
13512203	At5g48500	13512203
13512209	At5g48510	13512209
13512212	At5g48520	13512212
13512233	At5g48543	13512233
13512236	At5g48545	13512236
13512246	At5g48550	13512246
13512251	At5g48560	13512251
13512259	At5g48590	13512259
13512264	At5g48595	13512264
13512267	At5g48600	13512267
13512296	At5g48605	13512296
13512299	At5g48610	13512299
13512306	At5g48620	13512306
13512312	At5g48650	13512312
